Customer ID,Full Name,Credit Score,Credit Limit,Outstanding Debt,SSN
252,Veronica Campbell,643,"$10,448 ","$2,745 ",872445997
253,Cynthia Chavez,615,"$6,648 ","$4,207 ",743659608
254,Anna Silva,637,"$8,584 ","$1,185 ",466195290
255,Jared Jones,746,"$13,752 ","$3,466 ",759479636
256,Mrs. Taylor Jones,774,"$6,212 ","$1,109 ",87507959
257,Kathy Adkins,631,"$8,088 ","$3,483 ",738519432
258,Evelyn Strickland,747,"$6,961 ","$2,602 ",708219014
259,Dr. Wayne Johnson Jr.,623,"$11,064 ","$4,415 ",33383961
260,Danny Montgomery,629,"$5,596 ","$3,480 ",716237449
261,Christina Anderson,605,"$8,188 ","$4,936 ",429869379
262,Justin Webster,647,"$7,029 ","$2,962 ",216309142
263,Sandra Smith,653,"$6,000 ","$4,837 ",489027899
264,Juan Harvey,773,"$5,373 ","$3,229 ",98427600
265,Ashley Walker,708,"$6,662 ","$4,423 ",357870290
266,Mary Hutchinson,666,"$6,146 ","$1,904 ",7086386
267,Jonathan Mcdonald,618,"$9,932 ","$2,434 ",379411440
268,Daniel Barber,711,"$7,954 ","$1,250 ",161574320
269,Daniel Mueller,728,"$12,653 ","$1,161 ",184704479
270,Kyle Shaw,752,"$6,653 ","$3,864 ",489836917
271,Sherri Price,700,"$8,266 ","$2,065 ",625662279
272,Stephanie Malone,691,"$12,704 ","$4,433 ",202380852
273,Crystal Rios,745,"$7,775 ","$3,857 ",100240776
274,Brian Logan Jr.,772,"$8,332 ","$4,958 ",568689769
275,Aaron Allen,796,"$5,951 ","$4,230 ",341132614
276,Laura Adams,773,"$7,592 ","$4,462 ",471631682
277,Daniel Beard,641,"$10,608 ","$3,168 ",505138718
278,Johnny Miles,664,"$6,920 ","$3,444 ",815637893
279,Shawn Miranda,713,"$7,864 ","$1,054 ",691732785
280,Anthony Lang,720,"$11,715 ","$4,686 ",317238446
281,Timothy Mendez,745,"$13,332 ","$4,758 ",413559666
282,Kimberly Hudson,679,"$10,851 ","$2,591 ",835441096
283,Stephen Bennett,768,"$9,111 ","$1,628 ",705648591
284,Charles Allison,743,"$5,203 ","$2,875 ",289141295
285,Alan Kirby,789,"$6,295 ","$2,375 ",729230439
286,Joshua Keller,789,"$5,748 ","$3,229 ",502973036
287,Mckenzie Burnett MD,671,"$7,209 ","$1,983 ",856367165
288,Monique Jackson,795,"$12,894 ","$2,442 ",691478598
289,Lisa Olson,756,"$9,716 ","$3,758 ",506571747
290,Joseph Swanson,691,"$14,671 ","$4,878 ",178875656
291,Dr. Anne Martin,762,"$7,168 ","$3,931 ",632209290
292,Kathryn Lang,679,"$11,357 ","$4,065 ",828749316
293,David Navarro,706,"$6,322 ","$1,006 ",872295782
294,James Young,752,"$8,150 ","$3,861 ",56834982
295,Valerie Hall,685,"$7,622 ","$1,980 ",213157384
296,Jason Becker,657,"$12,342 ","$2,550 ",748074956
297,Michael Jenkins,781,"$14,308 ","$4,582 ",524291529
298,James Bailey,706,"$5,516 ","$2,647 ",85370049
299,Derek Guerrero,779,"$14,297 ","$2,713 ",494557545
300,Joseph Abbott,797,"$5,766 ","$1,678 ",618959218
301,Mr. David Perkins,714,"$6,046 ","$2,061 ",186965810
302,Brittany Choi,779,"$7,583 ","$2,828 ",116513188
303,Benjamin Koch,735,"$12,983 ","$4,719 ",796965912
304,Tyler Carter,743,"$14,895 ","$4,094 ",720435639
305,Richard Bush,600,"$5,637 ","$3,025 ",411768382
306,Megan Moyer,683,"$10,112 ","$4,431 ",585535257
307,Melody Fry,719,"$5,816 ","$4,313 ",893316199
308,Justin Young,706,"$8,080 ","$3,246 ",817420009
309,Kathryn Crawford,762,"$6,367 ","$4,430 ",314979501
310,Matthew Wright,785,"$7,138 ","$1,060 ",554591849
311,Travis Carter,702,"$11,840 ","$2,295 ",384447703
312,Raymond Martin,600,"$8,498 ","$1,058 ",238085797
313,Jeffery Robinson,783,"$5,038 ","$4,369 ",874529420
314,Casey Stone,772,"$13,656 ","$3,507 ",648677196
315,Jeremy Harris,625,"$8,120 ","$1,487 ",437541691
316,Angela Hernandez,755,"$8,252 ","$4,578 ",648754443
317,Matthew Harrison,677,"$9,587 ","$3,820 ",560156746
318,Samantha Chandler,646,"$6,641 ","$2,948 ",825791581
319,Teresa Carroll,701,"$6,332 ","$1,089 ",748644224
320,Brian Francis,670,"$12,421 ","$4,276 ",516772488
321,Michelle Norris,629,"$9,202 ","$1,546 ",835139826
322,Michelle Park,767,"$13,533 ","$4,347 ",3742682
323,Nicholas Smith,766,"$10,686 ","$1,471 ",339261487
324,John Miller,639,"$9,561 ","$4,486 ",138940919
325,Ashley Snyder,604,"$5,693 ","$1,166 ",455502492
326,Vanessa Davis,652,"$9,254 ","$3,287 ",159701888
327,Patricia Scott,680,"$11,011 ","$4,843 ",358452571
328,Mary Romero,745,"$5,688 ","$4,466 ",504640403
329,Michael Archer,791,"$14,954 ","$3,684 ",497294569
330,Jenny Rodriguez,726,"$12,514 ","$3,622 ",803753488
331,Jonathan Herrera,711,"$11,102 ","$4,569 ",240846759
332,Alexander Oliver,737,"$7,921 ","$1,851 ",233947914
333,Jason Miller,696,"$14,619 ","$2,192 ",870940743
334,Amy Underwood,602,"$7,268 ","$1,618 ",465297736
335,Amanda Ross,669,"$10,462 ","$2,382 ",679963811
336,Joan Lawrence,694,"$6,535 ","$2,385 ",759724753
337,Rebecca Thomas,799,"$5,584 ","$1,168 ",807719771
338,Anthony Jordan,669,"$7,684 ","$1,612 ",74907184
339,Ashley Caldwell,749,"$9,743 ","$2,478 ",481791403
340,Gregory Taylor,701,"$13,986 ","$1,531 ",407419462
341,Jesse Ruiz,675,"$6,882 ","$2,958 ",692872839
342,Jessica Thompson,787,"$8,927 ","$4,824 ",711612714
343,Carrie Ford,612,"$10,044 ","$1,735 ",437817455
344,Carrie Hahn,733,"$6,161 ","$2,239 ",891465350
345,Michelle Harper MD,703,"$10,382 ","$2,225 ",503427888
346,Jose Diaz,706,"$6,780 ","$1,407 ",370807861
347,Stacy Lutz,743,"$12,883 ","$2,941 ",873341829
348,Ryan Curtis,686,"$10,630 ","$1,509 ",755802918
349,Claire Fletcher,722,"$6,900 ","$3,865 ",502820125
350,Christopher Fletcher,727,"$11,988 ","$1,154 ",889027654
351,Danielle Christensen,677,"$10,489 ","$4,009 ",550544096
352,Joan Sanchez,775,"$7,550 ","$4,767 ",360241507
353,Ashley English,642,"$14,248 ","$2,538 ",64852988
354,Linda Hardy,763,"$6,424 ","$1,269 ",891601639
355,Allison Young,621,"$8,244 ","$4,071 ",772129517
356,Nathan Munoz,656,"$6,001 ","$2,576 ",486760324
357,Vernon Pace,602,"$6,606 ","$2,613 ",719988047
358,Christopher Carter,742,"$13,503 ","$2,187 ",139985864
359,Jillian Nash,714,"$13,005 ","$4,228 ",12976312
360,Kristy Clark,749,"$8,559 ","$2,732 ",217866873
361,Michele Santos,621,"$11,034 ","$1,901 ",677783626
362,Sandra Carter,666,"$14,588 ","$4,183 ",708703674
363,John Montes,642,"$12,065 ","$1,786 ",247711144
364,Brianna Santiago,691,"$6,884 ","$1,261 ",363984276
365,Evan Russell,779,"$5,452 ","$4,698 ",377854599
366,David Pearson,734,"$12,399 ","$4,081 ",176527516
367,Sandra Brown,773,"$8,304 ","$1,487 ",531789920
368,Julie Hughes,727,"$11,520 ","$2,050 ",348965311
369,Brenda Garcia,653,"$5,689 ","$4,882 ",422875018
370,Brian Wilson,655,"$7,397 ","$1,428 ",175748791
371,Joshua Moore,650,"$12,510 ","$2,548 ",6437528
372,Philip Moyer,692,"$13,952 ","$4,387 ",721400793
373,Connie Keith,638,"$6,716 ","$3,442 ",262483883
374,Shannon Peterson,724,"$7,431 ","$3,309 ",585457278
375,Mrs. Gabrielle Cohen DDS,703,"$11,934 ","$4,594 ",7259034
376,Sheryl Livingston PhD,733,"$13,116 ","$3,782 ",425411874
377,Jamie Knapp,682,"$13,166 ","$3,042 ",516494827
378,Katelyn Lee,762,"$8,309 ","$3,223 ",254887317
379,Nicholas Wallace,756,"$8,584 ","$1,039 ",647968206
380,Jonathan Morgan,687,"$10,214 ","$4,351 ",324882992
381,Allison Nelson,682,"$5,581 ","$3,150 ",419687669
382,Jenna Barton,637,"$9,208 ","$3,468 ",401206441
383,Sara Sullivan,800,"$7,554 ","$4,450 ",884093559
384,Tyler Thompson,697,"$14,551 ","$2,205 ",286814515
385,Brett Mills,783,"$12,707 ","$1,271 ",705110019
386,Jaclyn Dixon,621,"$13,462 ","$4,558 ",742426654
387,Kevin Harding,610,"$6,087 ","$1,921 ",234112456
388,Jamie Roberts,633,"$5,665 ","$2,230 ",386992147
389,Danielle Mclaughlin,603,"$12,349 ","$2,354 ",253543606
390,Janet Nunez,641,"$7,438 ","$4,558 ",391388374
391,Amanda White,767,"$12,548 ","$4,967 ",780867591
392,Leonard Williams,695,"$13,273 ","$2,565 ",535599276
393,Kathryn Sharp,735,"$13,231 ","$1,137 ",628052776
394,Nicholas Miller,746,"$6,485 ","$3,779 ",487202467
395,William Lindsey,732,"$14,832 ","$1,312 ",625499199
396,Katelyn Mason,791,"$11,985 ","$4,710 ",883972614
397,Charlene Smith,793,"$8,376 ","$2,186 ",275192624
398,Jamie Dean,737,"$14,807 ","$2,711 ",44232928
399,Lori Coleman,723,"$11,366 ","$3,488 ",622595132
400,Samantha Hamilton,750,"$8,826 ","$4,486 ",236612818
401,Cheyenne Schaefer,605,"$5,003 ","$4,034 ",608095464
402,Sandra Martin,646,"$9,955 ","$3,076 ",568369365
403,Dr. Alexis Collins,745,"$9,169 ","$2,362 ",672474493
404,Brandi Kaiser DDS,616,"$13,085 ","$4,522 ",396738599
405,Kristin Garcia,667,"$9,961 ","$4,164 ",120494412
406,Jessica Watson,704,"$11,294 ","$4,317 ",472478531
407,Kyle Nunez,698,"$6,020 ","$1,670 ",446887186
408,Samantha Shaw,764,"$7,086 ","$1,978 ",65917380
409,Ricardo Novak,673,"$10,472 ","$1,227 ",560972476
410,Natalie Mendoza,609,"$12,886 ","$2,711 ",846925478
411,Jeremy Gibson,636,"$13,058 ","$4,645 ",612964038
412,Lori Mathews,754,"$6,337 ","$3,758 ",276758924
413,Jeff Fox,778,"$7,480 ","$4,318 ",745598933
414,Joshua Smith,690,"$11,736 ","$1,144 ",13313806
415,Jennifer Parker,756,"$12,639 ","$2,583 ",91350712
416,Amber Castaneda,717,"$5,770 ","$1,415 ",597709777
417,Shawn Jones,720,"$7,480 ","$1,082 ",166850693
418,Monica Smith,608,"$14,802 ","$3,528 ",562010750
419,Christopher Wolf,633,"$10,306 ","$1,431 ",515343094
420,Lance Adams,779,"$13,997 ","$3,658 ",572920296
421,Katherine Frederick,688,"$8,194 ","$2,570 ",742771269
422,Courtney Hernandez,800,"$13,033 ","$1,454 ",452430397
423,Richard Contreras,615,"$14,996 ","$3,870 ",626486301
424,Monique West,719,"$10,535 ","$3,664 ",355126310
425,Kelly Reyes,631,"$9,855 ","$4,229 ",683073237
426,Laura Williams,632,"$11,351 ","$4,274 ",701484321
427,Patricia Chambers,675,"$6,991 ","$3,125 ",746991094
428,Joshua Shea,648,"$5,625 ","$4,203 ",522197279
429,Kristen Casey,700,"$12,283 ","$2,521 ",50961359
430,Stephanie Jimenez,793,"$8,120 ","$2,865 ",849300356
431,Alejandro Cruz,691,"$6,234 ","$4,917 ",709180353
432,Darryl Hernandez,611,"$5,655 ","$2,991 ",124384737
433,Jenna Padilla,665,"$5,436 ","$4,869 ",483435552
434,Stephanie Jimenez,733,"$14,326 ","$3,342 ",420755352
435,Alexandra Holland,655,"$8,762 ","$1,382 ",352116093
436,Kathryn Mcbride,798,"$13,231 ","$3,861 ",527276673
437,Jamie Morales,734,"$11,883 ","$3,077 ",115127585
438,Gabrielle Preston MD,678,"$6,858 ","$1,596 ",423710313
439,Ashley Stokes,709,"$14,273 ","$2,728 ",846611320
440,Chad Martinez,621,"$6,716 ","$2,702 ",793048385
441,John Wolfe,616,"$6,625 ","$2,700 ",801302944
442,Denise Smith,798,"$7,558 ","$4,007 ",518603249
443,Dean Wood Jr.,607,"$12,319 ","$2,765 ",759929670
444,Lori Reyes,775,"$11,832 ","$1,123 ",144542578
445,Jason Wilson,727,"$10,316 ","$3,959 ",374900058
446,James Rice,664,"$6,286 ","$2,443 ",3713340
447,Anne Carter,618,"$6,988 ","$2,471 ",313322258
448,Michelle Henderson,777,"$5,481 ","$2,414 ",743607945
449,Donna Kline,689,"$7,914 ","$1,040 ",17067970
450,Kayla Stewart,659,"$10,993 ","$1,288 ",15752619
451,Sara Valenzuela,752,"$7,347 ","$1,851 ",825584003
452,David Mckay,600,"$8,355 ","$3,699 ",66187377
453,Christopher Sherman DDS,772,"$7,018 ","$4,063 ",782646241
454,Olivia Rasmussen,601,"$9,804 ","$2,511 ",537309666
455,Emily Baker,776,"$5,403 ","$4,820 ",836445808
456,Derek Anderson,754,"$8,815 ","$4,519 ",306792479
457,Jacqueline Harding,636,"$8,063 ","$2,859 ",433636435
458,Robert Hensley,628,"$12,810 ","$2,410 ",564277641
459,James Drake,781,"$9,230 ","$1,533 ",244455545
460,Mikayla Galvan,607,"$8,409 ","$2,483 ",609478569
461,Michelle Larson,685,"$12,755 ","$4,935 ",470497434
462,Jessica Alexander,674,"$9,855 ","$4,838 ",795356902
463,Jose Dudley,741,"$10,357 ","$1,753 ",626668299
464,John Bowman,751,"$6,323 ","$1,420 ",96392081
465,Michele Friedman,736,"$14,516 ","$2,260 ",444427627
466,Michael Harmon,640,"$11,170 ","$4,676 ",120472858
467,David Chavez,637,"$7,051 ","$4,294 ",664491695
468,Mark Norris,657,"$10,175 ","$3,082 ",769271093
469,George Black,662,"$8,877 ","$4,091 ",273653186
470,Bryan Hamilton,647,"$9,768 ","$2,525 ",831952024
471,Carrie Ramos,707,"$5,757 ","$4,526 ",654605294
472,Rachael Smith,633,"$14,850 ","$1,084 ",635906787
473,Laura Patel,700,"$6,276 ","$3,876 ",744877551
474,Jessica Welch,618,"$7,163 ","$2,721 ",454976060
475,John Graham,676,"$14,023 ","$2,707 ",849887209
476,Gary Rodriguez,789,"$7,331 ","$3,421 ",652865042
477,Adam Delgado,708,"$9,882 ","$3,609 ",84763462
478,Amanda Perez,690,"$6,385 ","$2,016 ",765167635
479,Erica Perez,713,"$11,049 ","$3,609 ",547474135
480,Benjamin Ross,735,"$5,947 ","$2,541 ",680949478
481,Jessica Simmons,704,"$5,138 ","$2,708 ",124926727
482,Raymond Green,786,"$10,253 ","$2,807 ",712799295
483,David Booth,652,"$11,088 ","$2,201 ",855252045
484,Shannon Watson,720,"$6,491 ","$4,892 ",825721545
485,Kyle Stewart,647,"$6,779 ","$2,134 ",598883170
486,Edward Carr III,628,"$14,145 ","$3,480 ",394816874
487,Danielle Becker,776,"$7,521 ","$4,259 ",615513995
488,Robert Clements,779,"$12,309 ","$4,802 ",306685934
489,Brian Morgan,702,"$8,037 ","$4,144 ",298090974
490,Carolyn Jefferson,707,"$12,073 ","$1,715 ",71216572
491,Brian Calderon,663,"$12,429 ","$2,394 ",539059961
492,Jimmy Brown,733,"$7,335 ","$2,455 ",334115729
493,Gina Bailey,718,"$6,417 ","$2,979 ",688859937
494,Julia Lee,793,"$8,336 ","$2,207 ",381505986
495,Blake Winters,600,"$12,357 ","$3,534 ",430154754
496,Donald Oliver,718,"$5,127 ","$1,895 ",829906367
497,Robin Hodges,676,"$6,875 ","$4,148 ",289295098
498,Rachel Clark,761,"$9,934 ","$3,233 ",348195663
499,Alexander Calderon,755,"$7,559 ","$2,737 ",835783550
500,David Marshall,780,"$12,723 ","$1,379 ",337646827
501,Christine West,773,"$13,153 ","$4,113 ",648645340
502,Robert Moon,659,"$13,908 ","$4,121 ",46975383
503,Stacy Lane,703,"$9,588 ","$3,588 ",673230982
504,Emma Hamilton,605,"$6,979 ","$2,106 ",691163563
505,Angela Grant,771,"$5,664 ","$1,001 ",708370692
506,James Frey,665,"$11,527 ","$3,154 ",38637139
507,Shannon Bowen,748,"$11,491 ","$2,821 ",180111438
508,Michael Wise,626,"$9,138 ","$2,449 ",235811030
509,Kelly George,672,"$8,211 ","$3,438 ",497713258
510,Wendy Beck,621,"$5,580 ","$1,288 ",149949930
511,Tara Martinez,667,"$10,007 ","$3,185 ",328153714
512,Frederick Carpenter,687,"$6,936 ","$3,171 ",679176061
513,Christopher Perez,663,"$7,679 ","$1,278 ",733284645
514,Jennifer Jackson,706,"$9,746 ","$2,158 ",299284597
515,Ricky Harrell,733,"$7,202 ","$3,351 ",633641327
516,Beverly Jones,733,"$8,445 ","$3,176 ",76966438
517,William Owens,626,"$11,730 ","$4,914 ",307301710
518,Jamie Powell,762,"$13,905 ","$2,652 ",764568544
519,Claudia Wallace,789,"$9,564 ","$2,197 ",538245247
520,James Vaughn,713,"$11,091 ","$3,327 ",548278719
521,Brian Woods,760,"$7,257 ","$1,643 ",304159548
522,Meghan Carter,631,"$6,974 ","$2,562 ",882766437
523,Frank Perez,702,"$14,683 ","$2,916 ",464150259
524,Stephanie Mathis,635,"$14,168 ","$3,737 ",648868634
525,Ricardo Gordon,676,"$10,800 ","$3,589 ",505981442
526,Jesse Jenkins MD,721,"$11,801 ","$1,892 ",854370885
527,Benjamin Lewis,722,"$13,009 ","$3,845 ",54670872
528,Thomas Mcdonald,728,"$10,214 ","$3,018 ",349940733
529,Madison Williams,766,"$5,986 ","$2,818 ",150073358
530,Chelsea Holden,676,"$7,339 ","$4,052 ",144303718
531,Eric Barajas,726,"$5,858 ","$4,634 ",530152894
532,Charlotte Mckay,759,"$8,534 ","$1,104 ",707055547
533,David Hubbard,690,"$12,725 ","$2,601 ",379614261
534,Donna Whitehead,602,"$13,631 ","$1,272 ",714916875
535,Kimberly Stewart,775,"$6,333 ","$3,811 ",448586394
536,Michael Jefferson,789,"$11,473 ","$1,026 ",293269588
537,Matthew Ward,692,"$5,674 ","$1,475 ",589025055
538,Abigail Newton,758,"$5,061 ","$2,107 ",670943312
539,Carl Anderson,763,"$9,792 ","$3,978 ",824305515
540,Theodore Montgomery,658,"$7,304 ","$4,078 ",792701818
541,Erik Davis,746,"$9,717 ","$1,783 ",294804320
542,Anne Mccullough,626,"$12,110 ","$2,887 ",447772047
543,Morgan Roach,783,"$10,409 ","$2,573 ",422539231
544,Anita Stephens,643,"$10,418 ","$2,727 ",512600454
545,Sharon Norman,765,"$12,131 ","$1,606 ",332539730
546,Ricardo King,714,"$7,416 ","$3,146 ",208053621
547,Richard Barron,680,"$7,117 ","$1,855 ",249963869
548,Matthew Sparks,647,"$12,276 ","$2,430 ",398285180
549,Francis Key,699,"$12,000 ","$4,304 ",12920491
550,Dennis Jensen,725,"$11,382 ","$3,989 ",628277196
551,Christopher Walsh,656,"$8,214 ","$2,799 ",860655335
552,Jermaine Merritt,652,"$14,609 ","$3,908 ",897959643
553,Mary Cook,612,"$11,362 ","$1,136 ",394397500
554,Rodney Farmer,659,"$6,387 ","$4,567 ",177746472
555,Elizabeth Nguyen,647,"$10,957 ","$1,233 ",679307499
556,Joshua Jensen,790,"$7,840 ","$1,954 ",896240125
557,Jennifer Mcdaniel,756,"$9,874 ","$3,508 ",458836527
558,Anthony Wood,622,"$13,390 ","$4,078 ",174024213
559,Amber Ross,672,"$10,784 ","$2,685 ",431428307
560,Lisa Benton,717,"$5,883 ","$3,588 ",355686200
561,Jesse Crane,778,"$13,456 ","$3,726 ",444798119
562,Jesse Smith,766,"$13,965 ","$4,808 ",603732829
563,Alexander Mills,788,"$12,055 ","$3,379 ",409571746
564,Colin Rosario,716,"$13,031 ","$2,043 ",805930997
565,Victoria Porter,780,"$12,793 ","$1,882 ",361862853
566,Nicholas Perez,686,"$9,356 ","$1,172 ",439676273
567,Danielle Hart,611,"$5,861 ","$1,667 ",314219558
568,Tina Callahan,689,"$5,063 ","$2,187 ",561484668
569,Jacqueline Wolf,767,"$5,116 ","$1,575 ",620139161
570,Alexander Thompson,616,"$12,008 ","$3,787 ",847867288
571,Christopher Koch,656,"$14,971 ","$2,624 ",602619135
572,Andrew Diaz,742,"$8,620 ","$2,858 ",484203492
573,Brittany Stewart,649,"$10,562 ","$3,491 ",682798192
574,Darryl Parks,626,"$14,934 ","$4,616 ",862355954
575,Jeffrey Hebert,621,"$10,226 ","$2,322 ",479240750
576,Brianna Gray,737,"$12,466 ","$4,659 ",421752853
577,Matthew Carter,683,"$9,186 ","$1,118 ",98371962
578,Jacob Price,733,"$5,726 ","$1,778 ",811673439
579,Daniel Thompson,694,"$6,312 ","$1,858 ",138835546
580,Laura Glover,734,"$10,664 ","$1,769 ",778696273
581,Jason Hayes,651,"$9,116 ","$3,755 ",869018715
582,Danielle Bennett,786,"$9,936 ","$2,278 ",33447537
583,Paul Bell,732,"$11,302 ","$2,043 ",52791017
584,Dennis Cameron,723,"$10,635 ","$4,571 ",651212606
585,Nicole Luna,782,"$8,931 ","$1,182 ",314144935
586,Mark Taylor,678,"$14,043 ","$1,296 ",787599961
587,Dustin Sullivan,602,"$12,551 ","$3,028 ",702698260
588,Alyssa Lopez,785,"$12,179 ","$1,194 ",75792262
589,David Leon,705,"$13,086 ","$2,886 ",644451129
590,Jeffrey Wright,712,"$6,935 ","$1,350 ",106802901
591,Timothy Price,620,"$8,950 ","$1,404 ",567529960
592,William Lopez,795,"$7,519 ","$2,695 ",527034749
593,Lindsay Perkins,654,"$12,219 ","$3,509 ",44176245
594,Patricia Reynolds,619,"$11,994 ","$3,289 ",453747638
595,Bradley Flores,793,"$11,463 ","$1,161 ",437783175
596,Heather Burnett,646,"$9,091 ","$3,007 ",80641769
597,Joshua Ryan,656,"$7,098 ","$4,442 ",487211333
598,Michael Welch,671,"$10,768 ","$2,309 ",568657820
599,Lori Silva,711,"$6,757 ","$3,281 ",5070192
600,Patrick Jackson,673,"$14,995 ","$3,216 ",575111434
601,Lauren Ruiz,651,"$9,860 ","$4,184 ",671065387
602,Kevin Harvey,713,"$13,421 ","$3,476 ",100116246
603,Patricia Nelson,718,"$13,784 ","$3,598 ",230315942
604,Christopher Bautista,666,"$9,465 ","$1,949 ",525911099
605,Mario Rivera,604,"$6,945 ","$3,518 ",693688890
606,Miss Rhonda Arnold,800,"$6,620 ","$1,706 ",702792214
607,Dr. Arthur Perkins,787,"$11,793 ","$2,018 ",390167495
608,Cynthia Garcia,655,"$9,662 ","$4,603 ",559762058
609,Colin Park,788,"$5,105 ","$4,038 ",469534669
610,Andrew Taylor,737,"$13,442 ","$2,754 ",786449286
611,Tyler Lucas,612,"$6,995 ","$2,575 ",718591587
612,Ronald Peters,765,"$9,464 ","$1,484 ",99821158
613,Brenda Brown,788,"$14,251 ","$2,470 ",198457175
614,David Fuentes,658,"$13,956 ","$3,705 ",98665339
615,Matthew Lee,672,"$8,630 ","$4,030 ",898251049
616,Christopher Jimenez,661,"$6,061 ","$3,122 ",310332483
617,Stephen Garcia,678,"$10,362 ","$1,956 ",168450789
618,Anne Anderson,695,"$12,868 ","$2,174 ",81224224
619,Alexander Curtis,749,"$7,807 ","$1,562 ",33975889
620,Stephanie Turner,603,"$14,062 ","$3,067 ",129133519
621,Natalie Little,683,"$11,012 ","$3,397 ",780832654
622,Christopher Moore,762,"$5,414 ","$4,325 ",504854600
623,Kevin Adkins,633,"$11,481 ","$1,635 ",661226963
624,Rachel Brooks,645,"$13,363 ","$1,313 ",312044758
625,Stephen Krueger,634,"$8,383 ","$4,200 ",340240273
626,Diane Jackson,798,"$13,138 ","$3,332 ",145626595
627,Kelsey Watson,796,"$8,497 ","$1,963 ",732652396
628,Cassandra Franklin,787,"$7,164 ","$4,343 ",739483174
629,Jasmine White,659,"$11,301 ","$2,447 ",370498730
630,Anthony Williams,755,"$14,683 ","$1,542 ",693758769
631,Shelby Gomez,761,"$13,166 ","$4,689 ",658733114
632,Mr. Timothy Johnson,627,"$5,426 ","$3,156 ",465153778
633,Mary Gray,752,"$10,875 ","$3,003 ",472064928
634,Thomas Newton,716,"$10,057 ","$1,051 ",892985290
635,Natalie Chan,656,"$14,101 ","$3,673 ",576019187
636,Danny Meyer,641,"$13,105 ","$4,314 ",692993132
637,Melissa Hughes,788,"$12,879 ","$3,236 ",225610101
638,Joshua Townsend,680,"$6,290 ","$2,061 ",644434030
639,Sarah Thomas,635,"$14,900 ","$2,645 ",341458982
640,Michelle Potts,780,"$8,130 ","$4,365 ",558251563
641,Sarah Perry,681,"$9,779 ","$2,573 ",470993861
